review,sentiment
"Diamond Almonds<br />Almonds are a good source of magnesium. One ounce contain approximately 20% of the RDA for an adult recommended dietary allowance (RDA)<br />Recommended Dietary Allowance (RDA) the amounts of selected nutrients considered adequate to meet the known nutrient needs of healthy people. The RDA is based on scientific knowledge and has been presented by a committee of the Food and Nutrition Board (FNB) of the National Academy of Sciences (NAS). The Canadian equivalent is the Recommended Nutrient Intakes. RDA is generally accepted throughout the world as a valid source of information. At least 40 different nations have as well as organizations have published standards similar to the RDA.<br /><br />Magnesium is the fourth most abundant mineral in the body and is essential to good health. Approximately 50% of total body magnesium is found in bone. The other half is found predominantly inside cells of body tissues and organs. Only 1% of magnesium is found in blood, but the body works very hard to keep blood levels of magnesium constant.<br />Magnesium is needed for more than 300 biochemical reactions in the body. It helps maintain normal muscle and nerve function, keeps heart rhythm steady, supports a healthy immune system, and keeps bones strong. Magnesium also helps regulate blood sugar levels, promotes normal blood pressure, and is known to be involved in energy metabolism and protein synthesis. There is an increased interest in the role of magnesium in preventing and managing disorders such as hypertension, cardiovascular disease, and diabetes. Dietary magnesium is absorbed in the small intestines. Are you taking enough magnesium in the diet? The recommended daily allowance is 300mgs/day for men, 350mgs for women. Magnesium is extremely safe by mouth - too much simply causes diarrhea. Try increasing the amount of magnesium you take by mouth until it causes diarrhea, then reduce the dose slightly so it does not. This is called taking magnesium to bowel tolerance (just like using vitamin C to bowel tolerance.<br /><br />Almonds are a good source of Fiber.<br />One ounce contains approximately 12% of the RDA for an adult.<br />So, in summary, Almonds are a very healthy snack, so what's left to say?<br /><br />Two things:<br />1st be cautious about ""bowel tolerance"" or ""happy bowels"" if you prefer.<br />2nd Taste.  I realize that taste is a personal thing.  That's why they make chocolate, strawberry, and vanilla.<br /><br />Here's my current favorites""<br /><br /> 1st Blue Diamond Dark mint dark chocolate (reminds me of the chocolate mint Girl Scout Cookies with less sugar).<br /><br />2nd Blue diamond Dark Chocolate Oven Roasted<br />3rd  Blue diamond Blue Butter Toffee<br />4thd Blue Diamond Almonds Bold Habanero BBQ (reminds me of  BBQ potato chips again with less sugar).<br />5th Bold Blazin Buffalo Wing<br />6th Blue Diamond Almonds Cinnamon Brown Sugar<br />7th  Blue Diamond Almonds Lime `n Chili<br />8th  Blue Diamond Almonds Smokehouse<br />9th  Bold Wasabi & Soy Sauce<br /><br />But that's just me: you might have a completely different take on these flavors.<br /> 4th  and 5th are very close.<br /><br />Gunner<br />May, 2012",Positive
It was smaller than I thought and one of the bamboos was yellow and died.  I was disappointed and did not feel luck.,Negative
My husband and I tried the Twinings Earl Grey Tea in the T-Disc for Tassimo Coffeemaker and are very impressed with it's taste.  I would definitely recommend it!!,Positive
My son liked the taste and has a nice thick texture.  But he was sooooo gassy after eating this there is no way I can feed him the rest that I bought.,Negative
"These bars are dense, chewy, and dry. I didn't find them as horrible as other reviewers, but it seems like a lot of them are negative because it USED to be a great product. What infuriates me is the size of the product, which is NOTHING LIKE the picture on the package, and barely half the size of the individual wrapper! I wouldn't even call it a bar, it's only slightly rectangular, more like a small thumbnail-shaped chunk. Definitely check out the video that one reviewer posted to show the actual size. I certainly won't buy these again, and it makes me want to boycott the company, even if they make other, better-tasting GF products.",Negative
"I didn't like it, and no one in my house liked. It doesn't taste good.",Negative
"The title says it all, but seriously this stuff is great. I've tried other high fiber cereals, like Kashi, that just taste like leaves and twigs. This cereal tastes great and it's high in fiber. That's usually a difficult combo to find. The subscribe & save price also beats my local grocery store, so get yourself a bowl and get poopin'! :-)",Positive
"I recently discovered this seasoning at Foodland in Maui.  It was used as a flavouring for a bento-box breakfast with steamy rice as a base, two slices of Spam, and scrambled eggs.  The green of the seaweed was the colour that attracted me then the taste made me a fan of the Furikake.<br /><br />I declared this delish dish as my new fav food and was not alone.  I had to get to Foodland every day by 7:30am to beat the surfers to this delish dish.  The Deli guy told me about the seaweed seasoning being Furikake - I brought home two bottles and am now delighted to find it on Amazon.<br /><br />Ruby",Positive
"It made me violently sick. I'm a certified personal trainer and distance runner and this product did not live up to my expectations. I'd tried the regular canned form, and moved onto the powder. It was properly diluted, tasted fine, but hours later I couldn't keep anything down. I later found out that I'm not the only one that has reacted the same way. I can't even give it away.",Negative
"The item is exactly as described. Keep in mind you are ordering 2 16-count packages though (for a total of 32 T-Discs). They have a very long shelf-life (over 1 year) unlike many of the other milk-based T-Discs (such as the latte and cappuccino discs, as well as the hot chocolate), so as something nice to have on hand for a chilly morning or rainy afternoon, this is a great option. I only wish Tassimo would start putting out more decaf options...",Positive
